Symbol,Company Name,Industry,Market Cap
SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,32118775
SSL,Sasol,Chemicals,13775364076
SSNC,SS&C Technologies Holdings,Software,14988766171
SSNT,SilverSun Technologies,Software,14432665
SSP,The E.W. Scripps Company,Media,1065285431
SSRM,SSR Mining,Metals & Mining,3689269490
SSSS,SuRo Capital,Capital Markets,199097993
SST,System1,Specialty Business Services,646642618
SSTI,ShotSpotter,Software,331829900
SSTK,Shutterstock,Internet & Direct Marketing Retail,2079386968
SSU,SIGNA Sports United,Specialty Retail,2141194619
SSY,SunLink Health Systems,Health Care Providers & Services,6965970
SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1240501496
ST,Sensata Technologies Holding,Electrical Equipment,6369301498
STAA,STAAR Surgical Company,Health Care Equipment & Supplies,3451497963
STAB,Statera Biopharma,Biotechnology,13780674
STAF,Staffing 360 Solutions,Professional Services,10888103
STAG,Stag Industrial,Equity Real Estate Investment Trusts ...,5757858814
STAR,iStar,Equity Real Estate Investment Trusts ...,1157383807
STBA,S&T Bancorp,Banks,1101502569
STC,Stewart Information Services,Insurance,1387322847
STCN,Steel Connect,IT Services,80330407
STE,Steris,Health Care Equipment & Supplies,21112877010
STEM,"Stem, Inc.",Electrical Equipment,1102615807
STEP,StepStone Group,Asset Management,1637364094
STER,Sterling Check,Software-Infrastructure,1603704944
STET,ST Energy Transition I,Blank Check / SPAC,297950615
STG,Sunlands Technology Group,Diversified Consumer Services,66075648
STGW,Stagwell,Advertising Agencies,2580881405
STIM,Neuronetics,Health Care Equipment & Supplies,85135599
STKL,SunOpta,Food Products,898401591
STKS,The ONE Group Hospitality,"Hotels, Restaurants & Leisure",247585099
STLA,Stellantis,Automobiles,38846840825
STLD,Steel Dynamics,Metals & Mining,12496938964
STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,28305348587
STN,Stantec,Professional Services,4887061484
STNE,StoneCo,IT Services,2423331065
STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",2029732067
STOK,Stoke Therapeutics,Biotechnology,539642169
STON,StoneMor,Diversified Consumer Services,407633120
STOR,STORE Capital,Equity Real Estate Investment Trusts ...,7544473573
STR,Sitio Royalties,Oil & Gas E&P,2041523455
STRA,Strategic Education,Diversified Consumer Services,1739717614
STRC,Sarcos Technology & Robotics,Computer Hardware,410760831
STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,343564534
STRL,Sterling Construction Company,Construction & Engineering,664584242
STRM,Streamline Health Solutions,Health Care Technology,61514712
STRN,Stran & Company,Advertising Agencies,32260440
STRO,Sutro Biopharma,Biotechnology,246404030
STRR,Star Equity Holdings,Diagnostics & Research,13902771
STRS,Stratus Properties,Real Estate Management & Development,264413677
STRT,STRATTEC Security,Auto Components,130716300
STRY,Starry Group Holdings,Telecom Services,182769537
STSA,Satsuma Pharmaceuticals,Pharmaceuticals,136276987
STSS,Sharps Technology,Medical Instruments & Supplies,9264083
STT,State Street,Capital Markets,23267749840
STTK,Shattuck Labs,Biotechnology,186468924
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,4073733107
STWD,Starwood Property Trust,Mortgage Real Estate Investment Trust...,6720713201
STX,Seagate Technology Holdings,"Technology Hardware, Storage & Periph...",14843571130
STXS,Stereotaxis,Health Care Equipment & Supplies,138123967
STZ,Constellation Brands,Beverages,44863070175
SU,Suncor Energy,"Oil, Gas & Consumable Fuels",50274639849
SUAC,ShoulderUp Technology Acquisition,Blank Check / SPAC,414656000
SUI,Sun Communities,Equity Real Estate Investment Trusts ...,20073592748
SUM,Summit Materials,Construction Materials,2725747953
SUMO,Sumo Logic,Software,887664447
SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3194098140
SUNL,Sunlight Financial Holdings,Credit Services,386555454
SUNW,Sunworks,Electrical Equipment,51039946
SUP,Superior Industries International,Auto Components,103653734
SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1567677420
SUPV,Grupo Supervielle,Banks,127882295
SURF,Surface Oncology,Biotechnology,91198199
SURG,SurgePays,Wireless Telecommunication Services,59395520
SUZ,Suzano,Paper & Forest Products,12934140923
SVC,Service Properties Trust,Equity Real Estate Investment Trusts ...,891491454
SVFA,SVF Investment,Blank Check / SPAC,636660669
SVFB,SVF Investment 2,Blank Check / SPAC,289788381
SVFD,Save Foods,Agricultural Inputs,9350308
SVM,Silvercorp Metals,Metals & Mining,443300000
SVNA,7 Acquisition,Blank Check / SPAC,248749999
SVRA,Savara,Biotechnology,175623135
SVRE,SaverOne 2014,Scientific & Technical Instruments,10124666
SVT,Servotronics,Electrical Equipment,28235310
SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,12334072
SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,285953273
SWAV,ShockWave Medical,Health Care Equipment & Supplies,7108986780
SWBI,Smith & Wesson Brands,Leisure Products,618721208
SWCH,Switch,IT Services,8081520100
SWET,Athlon Acquisition,Blank Check / SPAC,338789980
SWI,SolarWinds,Software,1677360766
SWIM,Latham Group,Building Products & Equipment,813103227
SWIR,Sierra Wireless,Communications Equipment,897660722
SWK,Stanley Black & Decker,Machinery,16197033884
SWKH,SWK Holdings,Diversified Financial Services,228202744
SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,14663577575
SWM,Schweitzer-Mauduit International,Paper & Forest Products,780219648
SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",7076581371
SWSS,Springwater Special Situations,Blank Check / SPAC,222120184
SWTX,Springworks Therapeutics,Biotechnology,1310454002
SWVL,Swvl Holdings,Software-Application,800082623
SWX,Southwest Gas Holdings,Gas Utilities,5882976176
SXC,SunCoke Energy,Metals & Mining,565321851
SXI,Standex International,Machinery,1027372864
SXT,Sensient Technologies,Chemicals,3380698104
SXTC,China SXT Pharmaceuticals,Personal Products,3839346
SY,So-Young International,Interactive Media & Services,94962600
SYBT,Stock Yards Bancorp,Banks,1769251169
SYBX,Synlogic,Biotechnology,74465743
SYF,Synchrony Financial,Consumer Finance,14337570795
SYK,Stryker,Health Care Equipment & Supplies,77090471789
SYM,Symbotic,Shell Companies,549751996
SYN,Synthetic Biologics,Biotechnology,36440740
SYNA,Synaptics,Semiconductors & Semiconductor Equipment,4517597117
SYNH,Syneos Health,Life Sciences Tools & Services,7341292535
SYNL,Synalloy,Metals & Mining,143462400
SYPR,Sypris Solutions,Auto Components,49317788
SYRS,Syros Pharmaceuticals,Biotechnology,57165291
SYTA,Siyata Mobile,Communications Equipment,15122276
SYY,Sysco,Food & Staples Retailing,43977969614
SZZL,Sizzle Acquisition,Blank Check / SPAC,217488284
T,"AT&T, Inc.",Diversified Telecommunication Services,1.52558E+11
TA,TravelCenters of America,Specialty Retail,519136133
TAC,TransAlta,Independent Power and Renewable Elect...,3145394420
TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",39938840
TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",20919197
TAK,Takeda Pharmaceutical Company,Pharmaceuticals,43755085816
TAL,TAL Education Group,Diversified Consumer Services,3121026301
TALK,Talkspace,Medical Care Facilities,269903550
TALO,Talos Energy,"Oil, Gas & Consumable Fuels",1284247805
TALS,Talaris Therapeutics,Biotechnology,95362830
TANH,Tantech Holdings,Chemicals,4404694
TAOP,Taoping,IT Services,16760110
TAP,Molson Coors Beverage Company,Beverages,12072932319
TARA,Protara Therapeutics,Biotechnology,36231118
TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1380493303
TARS,Tarsus Pharmaceuticals,Biotechnology,395699288
TASK,TaskUs,Information Technology Services,1700962943
TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",111836967
TATT,TAT Technologies,Aerospace & Defense,53331264
TAYD,Taylor Devices,Machinery,30848293
TBBK,The Bancorp,Banks,1140497527
TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,517506939
TBI,TrueBlue,Professional Services,603546805
TBK,Triumph Bancorp,Banks,1565624133
TBLA,Taboola.com,Internet Content & Information,626688381
TBLD,Thornburg Income Builder Opportunities Trust,n/a,466149977
TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",4173976
TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,191804733
TBPH,Theravance Biopharma,Pharmaceuticals,740602812
TBSA,TB SA Acquisition,Blank Check / SPAC,244499999
TC,TuanChe,Internet Content & Information,41637010
TCBC,TC Bancshares,Banks-Regional,61328384
TCBI,Texas Capital Bancshares,Banks,2708618986
TCBK,TriCo Bancshares,Banks,1567195233
TCBP,TC BioPharm (Holdings),Biotechnology,10465028
TCBS,Texas Community Bancshares,Banks-Regional,49362879
TCBX,Third Coast Bancshares,Banks-Regional,298074742
TCDA,Tricida,Pharmaceuticals,534296055
TCFC,The Community Financial Corporation,Banks,205558123
TCI,Transcontinental Realty Investors,Real Estate Management & Development,344536081
TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,139881916
TCN,Tricon Residential,Real Estate Services,2791260406
TCOA,Trajectory Alpha Acquisition,Blank Check / SPAC,211312509
TCOM,Trip.com Group,Internet & Direct Marketing Retail,18121803753
TCON,TRACON Pharmaceuticals,Biotechnology,40748004
TCPC,Blackrock TCP Capital,Capital Markets,742309817
TCRR,TCR2 Therapeutics,Biotechnology,111398807
TCRT,Alaunos Therapeutics,Biotechnology,280736287
TCRX,TScan Therapeutics,Biotechnology,76899840
TCS,The Container Store Group,Specialty Retail,333120382
TCVA,TCV Acquisition,Blank Check / SPAC,498224990
TCX,Tucows,IT Services,478701717
TD,The Toronto-Dominion Bank,Banks,1.19454E+11
TDC,Teradata,Software,3912638962
TDCX,"TDCX, Inc.",Specialty Business Services,1333731450
TDG,TransDigm Group,Aerospace & Defense,29579306922
TDOC,Teladoc Health,Health Care Technology,5614004203
TDS,Telephone & Data Systems,Wireless Telecommunication Services,1840315383
TDUP,ThredUp,Internet Retail,252576989
TDW,Tidewater,Energy Equipment & Services,877268147
TDY,Teledyne Technologies,Aerospace & Defense,17782970127
TEAM,Atlassian,Software,50066218950
TECH,Bio-Techne,Life Sciences Tools & Services,13856487176
TECK,Teck Resources,Metals & Mining,16495113202
TEDU,Tarena International,Diversified Consumer Services,67067831
TEF,Telefonica,Diversified Telecommunication Services,29684733949
TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,309374970
TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",36722241444
TELA,TELA Bio,Health Care Equipment & Supplies,107143936
TELL,Tellurian,"Oil, Gas & Consumable Fuels",1698986749
TEN,Tenneco,Auto Components,1454982779
TENB,Tenable Holdings,Software,5104464889
TENX,Tenax Therapeutics,Biotechnology,8020834
TEO,Telecom Argentina,Diversified Telecommunication Services,2028775932
TER,Teradyne,Semiconductors & Semiconductor Equipment,13745418172
TERN,Terns Pharmaceuticals,Biotechnology,68001319
TESS,TESSCO Technologies,Communications Equipment,52970240
TETC,Tech & Energy Transition,Blank Check / SPAC,469940634
TETE,Technology & Telecommunication Acquisition,Blank Check / SPAC,129800000
TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,8760660987
TEX,Terex,Machinery,1935549055
TFC,Truist Financial,Banks,64173965277
TFFP,TFF Pharmaceuticals,Pharmaceuticals,146153088
TFII,TFI International,Road & Rail,7501074866
TFSL,TFS Financial,Thrifts & Mortgage Finance,3849726719
TFX,Teleflex,Health Care Equipment & Supplies,11963746253
TG,Tredegar,Chemicals,346994264
TGA,TransGlobe Energy,"Oil, Gas & Consumable Fuels",256209471
TGAA,Target Global Acquisition I,Blank Check / SPAC,266203391
TGB,Taseko Mines,Metals & Mining,313526847
TGH,Textainer Group Holdings,Trading Companies & Distributors,1312814826
TGI,Triumph Group,Aerospace & Defense,865312698
TGLS,Tecnoglass,Construction Materials,836692669
TGNA,Tegna,Media,4677663228
TGR,Kimbell Tiger Acquisition,Blank Check / SPAC,251026103
TGS,Transportadora de Gas del Sur,"Oil, Gas & Consumable Fuels",785881403
TGT,Target,Multiline Retail,66021040039
TGTX,TG Therapeutics,Biotechnology,660068027
TGVC,TG Venture Acquisition,Blank Check / SPAC,143599194
TH,Target Hospitality,"Hotels, Restaurants & Leisure",544784827
THAC,Thrive Acquisition,Blank Check / SPAC,216487499
THC,Tenet Healthcare,Health Care Providers & Services,5924765165
THCA,Tuscan Holdings II,Shell Companies,76390350
THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,296097209
THFF,First Financial,Banks,560471616
THG,The Hanover Insurance Group,Insurance,5271991287
THM,International Tower Hill Mines,Metals & Mining,107929967
THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,3123616
THO,Thor Industries,Automobiles,4160723158
THR,Thermon Group Holdings,Electrical Equipment,480267220
THRM,Gentherm,Auto Components,2082989916
THRN,Thorne HealthTech,Packaged Foods,247846495
THRX,Theseus Pharmaceuticals,Biotechnology,220604814
THRY,Thryv Holdings,Media,779612922
THS,TreeHouse Foods,Food Products,2407123710
THTX,Theratechnologies,Biotechnology,215732719
TIG,Trean Insurance Group,Biotechnology,326606236
TIGO,Millicom International Cellular,Wireless Telecommunication Services,2521997052
TIGR,UP Fintech Holding,Capital Markets,716786751
TIL,Instil Bio,Biotechnology,614146495
TILE,Interface,Commercial Services & Supplies,754641267
TIMB,TIM S.A.,Telecom Services,5990997498
TINV,Tiga Acquisition,Blank Check / SPAC,353970010
TIOA,Tio Tech A,Blank Check / SPAC,421331259
TIPT,Tiptree,Insurance,375514326
TIRX,Tian Ruixiang Holdings,Insurance Brokers,9804744
TISI,"Team, Inc.",Commercial Services & Supplies,30853503
TITN,Titan Machinery,Trading Companies & Distributors,512742688
TIVC,Tivic Health Systems,Medical Devices,19041657
TIXT,TELUS International,Software-Infrastructure,6673232377
TJX,The TJX Companies,Specialty Retail,65658712044
TK,Teekay,"Oil, Gas & Consumable Fuels",288808094
TKAT,Takung Art Co.,Interactive Media & Services,42331436
TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,2218034687
TKLF,Yoshitsu ,Household & Personal Products,50387639
TKNO,Alpha Teknova,Drug Manufacturers-Specialty & Generic,228826800
TKR,The Timken Company,Machinery,3965987046
TLGA,TLG Acquisition One,Blank Check / SPAC,490000000
TLGY,TLGY Acquisition,Blank Check / SPAC,287499838
TLIS,Talis Biomedical,Medical Devices,22226779
TLK,Telkom Indonesia,Diversified Telecommunication Services,26994450426
TLRY,Tilray,Pharmaceuticals,1514324734
TLS,Telos,Software,583801591
TLSA,Tiziana Life Sciences,Biotechnology,72613823
TLYS,Tilly's,Specialty Retail,213900464
TM,Toyota Motor,Automobiles,2.13526E+11
TMAC,The Music Acquisition,Blank Check / SPAC,281750009
TMBR,Timber Pharmaceuticals,Biotechnology,19358353
TMC,TMC the metals company,Metals & Mining,236172543
TMCI,Treace Medical Concepts,Medical Devices,813152633
TMDI,Titan Medical,Health Care Equipment & Supplies,58370455
TMDX,TransMedics Group,Health Care Equipment & Supplies,894546176
TME,Tencent Music Entertainment Group,Entertainment,8882217979
TMHC,Taylor Morrison Home,Household Durables,2943119350
TMKR,Tastemaker Acquisition,Blank Check / SPAC,342240000
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,2.14627E+11
TMP,Tompkins Financial,Banks,1059511137
TMPM,Turmeric Acquisition,Blank Check / SPAC,125078570
TMQ,Trilogy Metals,Metals & Mining,117501479
TMST,TimkenSteel,Metals & Mining,859317180
TMUS,T-Mobile US,Wireless Telecommunication Services,1.71502E+11
TMX,Terminix Global Holdings,Personal Services,4970687484
TNC,Tennant Company,Machinery,1101967997
TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,3953534425
TNET,TriNet Group,Professional Services,4843711455
TNGX,Tango Therapeutics,Biotechnology,417513148
TNK,Teekay Tankers,"Oil, Gas & Consumable Fuels",590907904
TNL,Travel + Leisure Co.,"Hotels, Restaurants & Leisure",3471306240
TNON,Tenon Medical,Medical Devices,25507536
TNP,Tsakos Energy Navigation,"Oil, Gas & Consumable Fuels",269301376
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,30171400
TNYA,Tenaya Therapeutics,Biotechnology,225143854
TOAC,Talon 1 Acquisition,Blank Check / SPAC,289225020
TOI,The Oncology Institute,Medical Care Facilities,392380511
TOL,Toll Brothers,Household Durables,5411967484
TOMZ,TOMI Environmental Solutions,Commercial Services & Supplies,14501560
TOP,Zhong Yang Financial Group,Capital Markets,1044489970
TOPS,Top Ships,"Oil, Gas & Consumable Fuels",15818716
TOST,Toast,Software-Infrastructure,7012755958
TOUR,Tuniu,"Hotels, Restaurants & Leisure",160802190
TOWN,TowneBank,Banks,2020281192
TPB,Turning Point Brands,Tobacco,507456444
TPBA,TPB Acquisition I,Blank Check / SPAC,217350000
TPC,Tutor Perini,Construction & Engineering,455681753
TPG,TPG Inc.,Asset Management,1923787625
TPGY,TPG Pace Beneficial Finance,Shell Companies,433562490
TPH,TRI Pointe Homes,Household Durables,1827802487
TPHS,Trinity Place Holdings,Real Estate Management & Development,37587408
TPIC,TPI Composites,Electrical Equipment,463115709
TPL,Texas Pacific Land,"Oil, Gas & Consumable Fuels",11821374188
TPR,Tapestry,"Textiles, Apparel & Luxury Goods",7760537578
TPST,Tempest Therapeutics,Biotechnology,23639670
TPTX,Turning Point Therapeutics,Biotechnology,3731885566
TPVG,TriplePoint Venture Growth BDC,Capital Markets,405336703
TPX,Tempur Sealy International,Household Durables,3732065525
TR,Tootsie Roll Industries,Food Products,2407839966
TRAQ,Trine II Acquisition,Blank Check / SPAC,514394970
TRC,Tejon Ranch Company,Real Estate Management & Development,414410419
TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,261299160
TRDA,Entrada Therapeutics,Biotechnology,376387200
TREE,LendingTree,Thrifts & Mortgage Finance,588243456
TREX,Trex Company,Building Products,6373103587
TRGP,Targa Resources,"Oil, Gas & Consumable Fuels",13907267573
TRHC,Tabula Rasa HealthCare,Health Care Technology,66949681
TRI,Thomson Reuters,Professional Services,50629025774
TRIB,Trinity Biotech,Health Care Equipment & Supplies,50302032
TRIN,Trinity Capital,Asset Management,561270975
TRIP,TripAdvisor,Interactive Media & Services,2815179003
TRIS,Tristar Acquisition I,Blank Check / SPAC,283187519
TRKA,Troika Media Group,Advertising Agencies,49306695
TRMB,Trimble,"Electronic Equipment, Instruments & C...",14505735159
TRMD,Torm PLC,Oil & Gas Midstream,1099207424
TRMK,Trustmark,Banks,1827312738
TRMR,Tremor International,Advertising Agencies,661939447
TRN,Trinity Industries,Machinery,2034380538
TRNO,Terreno Realty,Equity Real Estate Investment Trusts ...,4255709395
TRNS,Transcat,Trading Companies & Distributors,427478067
TRON,Corner Growth Acquisition 2,Blank Check / SPAC,232637500
TROO,TROOPS,Software-Application,219228157
TROW,T. Rowe Price Group,Capital Markets,26209615801
TROX,Tronox Holdings,Chemicals,2595994619
TRP,TC Energy,"Oil, Gas & Consumable Fuels",51715629053
TRQ,Turquoise Hill Resources,Metals & Mining,5389105129
TRS,TriMas,Machinery,1187738100
TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance,602782628
TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment,16922954
TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,417018750
TRTN,Triton International,Trading Companies & Distributors,3393667567
TRTX,TPG RE Finance Trust,Mortgage Real Estate Investment Trust...,730177658
TRU,TransUnion,Professional Services,15761408000
TRUE,TrueCar,Interactive Media & Services,236905375
TRUP,Trupanion,Insurance,2484357582
TRV,The Travelers Companies,Insurance,41076518844
TRVG,Trivago,Interactive Media & Services,546696831
TRVI,Trevi Therapeutics,Pharmaceuticals,112961952
TRVN,Trevena,Biotechnology,64552795
TRX,TRX Gold,Metals & Mining,104086495
TS,Tenaris,Energy Equipment & Services,15131129842
TSAT,Telesat,Communication Equipment,558918649
TSBK,Timberland Bancorp,Thrifts & Mortgage Finance,211881723
TSCO,Tractor Supply Company,Specialty Retail,21963554634
TSE,Trinseo,Chemicals,1401585901
TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,5116777445
TSHA,Taysha Gene Therapies,Biotechnology,139885086
TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,367124990
TSLA,Tesla,Automobiles,7.066E+11
TSLX,Sixth Street Specialty Lending,Capital Markets,1449128685
TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors & Semiconductor Equipment,3.99307E+11
TSN,Tyson Foods,Food Products,30822051823
TSP,TuSimple Holdings,Trucking,1633236735
TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,567157818
TSQ,Townsquare Media,Media,143380688
TSRI,"TSR, Inc.",IT Services,16012517
TSVT,2seventy bio,Biotechnology,501882816
TT,Trane Technologies,Building Products,30722187149
TTC,The Toro Company,Machinery,8046737911
TTCF,Tattooed Chef,Food Products,534339516
TTD,The Trade Desk,Software,20260341743
TTE,TotalEnergies SE,"Oil, Gas & Consumable Fuels",1.3685E+11
TTEC,TTEC Holdings,IT Services,3206887139
TTEK,Tetra Tech,Commercial Services & Supplies,7450704790
TTGT,TechTarget,Media,1942052288
TTI,TETRA Technologies,Energy Equipment & Services,513366047
TTM,Tata Motors,Automobiles,20156725244
TTMI,TTM Technologies,"Electronic Equipment, Instruments & C...",1229316088
TTNP,Titan Pharmaceuticals,Pharmaceuticals,7784196
TTOO,T2 Biosystems,Biotechnology,29193247
TTSH,Tile Shop Holdings,Specialty Retail,167766511
TTWO,Take-Two Interactive Software,Entertainment,20225073144
TU,TELUS,Diversified Telecommunication Services,31110551536
TUEM,Tuesday Morning,Discount Stores,29160780
TUFN,Tufin Software Technologies,Software,482863159
TUP,Tupperware Brands,Household Durables,307163483
TURN,180 Degree Capital,Capital Markets,62968966
TUSK,Mammoth Energy Services,Energy Equipment & Services,104276863
TUYA,"Tuya, Inc.",Software-Infrastructure,1438279806
TV,Grupo Televisa SAB,Media,4685012989
TVTX,Travere Therapeutics,Biotechnology,1593571303
TVTY,Tivity Health,Health Care Providers & Services,1622802935
TW,Tradeweb Markets,Capital Markets,15983025105
TWCB,Bilander Acquisition,Blank Check / SPAC,380621472
TWI,Titan International,Machinery,888474870
TWIN,"Twin Disc,",Machinery,121908788
TWKS,Thoughtworks Holding,Information Technology Services,4512125427
TWLO,Twilio,IT Services,15473600430
TWLV,Twelve Seas Investment Company II,Blank Check / SPAC,435370680
TWND,Tailwind Acquisition,Blank Check / SPAC,415681150
TWNI,Tailwind International Acquisition,Blank Check / SPAC,423056250
TWNK,Hostess Brands,Food Products,2975936498
TWO,Two Harbors Investment,Mortgage Real Estate Investment Trust...,1689742075
TWOA,two,Blank Check / SPAC,268222367
TWOU,"2U, Inc.",Software,944125948
TWST,Twist Bioscience,Biotechnology,2086269157
TWTR,Twitter,Interactive Media & Services,29214638062
TX,Ternium,Metals & Mining,7096534525
TXG,10X Genomics,Life Sciences Tools & Services,5312611826
TXMD,TherapeuticsMD,Pharmaceuticals,87749791
TXN,Texas Instruments,Semiconductors & Semiconductor Equipment,1.36974E+11
TXRH,Texas Roadhouse,"Hotels, Restaurants & Leisure",5132368870
TXT,Textron,Aerospace & Defense,13143722985
TYDE,Cryptyde,Corrugated and Solid Fiber Box Manufa...,28224643
TYG,Tortoise Energy Infrastructure,Asset Management,358671922
TYL,Tyler Technologies,Software,13847238622
TYME,Tyme Technologies,Biotechnology,46530335
TYRA,Tyra Biosciences,Biotechnology,349959710
TZOO,Travelzoo,Interactive Media & Services,77086296
TZPS,TZP Strategies Acquisition,Blank Check / SPAC,353624990
U,Unity Software,Software,11112328170
UA,Under Armour,"Textiles, Apparel & Luxury Goods",3725771514
UAA,Under Armour,"Textiles, Apparel & Luxury Goods",3725771263
UAL,United Airlines Holdings,Airlines,11906077676
UAMY,United States Antimony,Metals & Mining,43563727
UAN,CVR Partners LP,Chemicals,1035080928
UAVS,AgEagle Aerial Systems,Machinery,53851715
UBA,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,681092218
UBCP,United Bancorp,Banks,91873583
UBER,Uber Technologies,Road & Rail,41904504826
UBFO,United Security Bancshares,Banks,126224904
UBOH,United Bancshares,Banks,91785927
UBP,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,681091383
UBS,UBS Group AG,Capital Markets,54021623796
UBSI,United Bankshares,Banks,4820453853
UBX,Unity Biotechnology,Biotechnology,43292807
UCBI,United Community Banks,Banks,3284716274
UCL,uCloudlink Group,Telecom Services,34477115
UCTT,Ultra Clean Holdings,Semiconductors & Semiconductor Equipment,1217023473
UDMY,Udemy,Education & Training Services,1414705271
UDR,"UDR, Inc.",Equity Real Estate Investment Trusts ...,24984004565
UE,Urban Edge Properties,Equity Real Estate Investment Trusts ...,1886661617
UEC,Uranium Energy,"Oil, Gas & Consumable Fuels",947609983
UEIC,Universal Electronics,Household Durables,328508874
UFAB,Unique Fabricating,Auto Components,15253028
UFCS,United Fire Group,Insurance,861842345
UFI,Unifi,"Textiles, Apparel & Luxury Goods",259058756
UFPI,UFP Industries,Building Products,4337442242
UFPT,UFP Technologies,Containers & Packaging,599248875
UG,United-Guardian,Personal Products,67995936
UGI,UGI Corporation,Gas Utilities,8340921840
UGP,Ultrapar Participacoes,"Oil, Gas & Consumable Fuels",2585190142
UGRO,Urban-gro,Farm & Heavy Construction Machinery,53823219
UHAL,Amerco,Road & Rail,9410371454
UHS,Universal Health Services,Health Care Providers & Services,7882101161
UHT,Universal Health Realty Income Trust,Equity Real Estate Investment Trusts ...,745700967
UI,Ubiquiti,Communications Equipment,14850238290
UIHC,United Insurance Holdings,Insurance,63249975
UIS,Unisys,IT Services,840062780
UK,Ucommune International,Real Estate Services,16226534
UL,Unilever,Personal Products,1.18094E+11
ULBI,Ultralife,Electrical Equipment,72571950
ULCC,Frontier Group Holdings,Airlines,2212890361
ULH,Universal Logistics Holdings,Road & Rail,718420989
ULTA,Ulta Beauty,Specialty Retail,19838559967
UMBF,UMB Financial,Banks,4217449145
UMC,United Microelectronics,Semiconductors & Semiconductor Equipment,16351419390
UMH,UMH Properties,Equity Real Estate Investment Trusts ...,989989500
UMPQ,Umpqua Holdings,Banks,3787452926
UNAM,Unico American,Insurance,11511546
UNB,Union Bankshares,Banks,117336987
UNCY,Unicycive Therapeutics,Biotechnology,12323370
UNF,UniFirst,Commercial Services & Supplies,3244138327
UNFI,United Natural Foods,Food & Staples Retailing,2313617378
UNH,UnitedHealth Group,Health Care Providers & Services,4.8541E+11
UNIT,Uniti Group,Equity Real Estate Investment Trusts ...,2280959739
UNM,Unum Group,Insurance,6799022558
UNP,Union Pacific,Road & Rail,1.35189E+11
UNTY,Unity Bancorp,Banks,281257933
UNVR,Univar Solutions,Trading Companies & Distributors,4186799605
UONE,Urban One,Media,239957386
UONEK,Urban One,Media,239957647
UP,Wheels Up Experience,Airports & Air Services,479526463
UPC,Universe Pharmaceuticals,Drug Manufacturers-Specialty & Generic,14296275
UPH,UpHealth,Health Information Services,83268976
UPLD,Upland Software,Software,469815000
UPS,United Parcel Service,Air Freight & Logistics,1.61638E+11
UPST,Upstart Holdings,Consumer Finance,2782272735
UPTD,TradeUP Acquisition,Blank Check / SPAC,58497000
UPWK,Upwork,Professional Services,2876955645
URBN,Urban Outfitters,Specialty Retail,1766189182
URG,Ur-Energy,"Oil, Gas & Consumable Fuels",234593231
URGN,UroGen Pharma,Biotechnology,185630376
URI,United Rentals,Trading Companies & Distributors,17498986384
UROY,Uranium Royalty,Uranium,224040830
USAC,USA Compression Partners LP,Energy Equipment & Services,1679760115
USAK,USA Truck,Road & Rail,280498558
USAP,Universal Stainless & Alloy Products,Metals & Mining,64493640
USAS,Americas Gold & Silver,Metals & Mining,126204967
USAU,U.S. Gold,Metals & Mining,34568333
USB,U.S. Bancorp,Banks,69220630513
